taxon,species,genus,family,order,class,superclass,subphylum,phylum,kingdom,name,common 
Neognathophausia,sp.,Neognathophausia,NA,NA,NA,NA,NA,NA,NA,Neognathophausia sp.,Na
Aleutihenricia federi,federi,Aleutihenricia,NA,NA,NA,NA,NA,NA,NA,Aleutihenricia federi,Na
Pandalus sp. cf. tridens (CAS),sp.,Pandalus,NA,NA,NA,NA,NA,NA,NA,Pandalus sp.,Na
Latrunculia sp.,sp.,Latrunculia,NA,NA,NA,NA,NA,NA,NA,Latrunculia sp.,Na
Geodinella sp.,sp.,Geodinella,NA,NA,NA,NA,NA,NA,NA,Geodinella sp.,Na
Alcyonidium disciforme,disciforme,Alcyonidium,NA,NA,NA,NA,NA,NA,NA,Alcyonidium disciforme,Na
Oneirodes sp.,sp.,Oneirodes,NA,NA,NA,NA,NA,NA,NA,Oneirodes sp.,Na
Psolus chitonoides,chitonoides,Psolus,NA,NA,NA,NA,NA,NA,NA,Psolus chitonoides,Na
Beringius sp. H (McLean and Clark),sp.,Beringius,NA,NA,NA,NA,NA,NA,NA,Beringius sp.,Na
Ophiolebes sp. A (Clark 2006),sp.,Ophiolebes,NA,NA,NA,NA,NA,NA,NA,Ophiolebes sp.,Na
Ophiosemnotes brevispina,brevispina,Ophiosemnotes,NA,NA,NA,NA,NA,NA,NA,Ophiosemnotes brevispina,Na
Tarsaster alaskanus,alaskanus,Tarsaster,NA,NA,NA,NA,NA,NA,NA,Tarsaster alaskanus,Na
Ophiosemnotes pachybactra,pachybactra,Ophiosemnotes,NA,NA,NA,NA,NA,NA,NA,Ophiosemnotes pachybactra,Na
Farrea sp.,sp.,Farrea,NA,NA,NA,NA,NA,NA,NA,Farrea sp.,Na
Ophiolebes sp. C (Clark 2006),sp.,Ophiolebes,NA,NA,NA,NA,NA,NA,NA,Ophiolebes sp.,Na
Nemichthyidae,NA,Nemichthyidae,NA,NA,NA,NA,NA,NA,NA,Nemichthyidae,Na
Phascolosomatidae,NA,Phascolosomatidae,NA,NA,NA,NA,NA,NA,NA,Phascolosomatidae,Na
Hippasteria sp. E (Clark),sp.,Hippasteria,NA,NA,NA,NA,NA,NA,NA,Hippasteria sp.,Na
Asteronychidae,NA,Asteronychidae,NA,NA,NA,NA,NA,NA,NA,Asteronychidae,Na
Caryophyllia arnoldi,arnoldi,Caryophyllia,NA,NA,NA,NA,NA,NA,NA,Caryophyllia arnoldi,Na
Benthoctopus sibiricus,sibiricus,Benthoctopus,NA,NA,NA,NA,NA,NA,NA,Benthoctopus sibiricus,Na
Tedania dirhaphis,dirhaphis,Tedania,NA,NA,NA,NA,NA,NA,NA,Tedania dirhaphis,Na
Peribolaster biserialis,biserialis,Peribolaster,NA,NA,NA,NA,NA,NA,NA,Peribolaster biserialis,Na
Neptunea sp. G (Clark and McLean),sp.,Neptunea,NA,NA,NA,NA,NA,NA,NA,Neptunea sp.,Na
Beringius sp. I (McLean and Clark),sp.,Beringius,NA,NA,NA,NA,NA,NA,NA,Beringius sp.,Na
Fariometra sp.,sp.,Fariometra,NA,NA,NA,NA,NA,NA,NA,Fariometra sp.,Na
Ophiacantha enneactis,enneactis,Ophiacantha,NA,NA,NA,NA,NA,NA,NA,Ophiacantha enneactis,Na
Stigmatoteuthis dofleini,dofleini,Stigmatoteuthis,NA,NA,NA,NA,NA,NA,NA,Stigmatoteuthis dofleini,Na
Tellina sp.,sp.,Tellina,NA,NA,NA,NA,NA,NA,NA,Tellina sp.,Na
Oneirodidae,NA,Oneirodidae,NA,NA,NA,NA,NA,NA,NA,Oneirodidae,Na
Chlamys sp. cf. unalaskae (Clark and  McLean),sp.,Chlamys,NA,NA,NA,NA,NA,NA,NA,Chlamys spp.,Scallops
Archidorididae,NA,Archidorididae,NA,NA,NA,NA,NA,NA,NA,Archidorididae,Na
Porella sp.,sp.,Porella,NA,NA,NA,NA,NA,NA,NA,Porella sp.,Na
Alcyonium sp. B (Clark 2006),sp.,Alcyonium,NA,NA,NA,NA,NA,NA,NA,Alcyonium sp.,Na
Lethasterias sp.,sp.,Lethasterias,NA,NA,NA,NA,NA,NA,NA,Lethasterias sp.,Na
Echinoclathria sp.,sp.,Echinoclathria,NA,NA,NA,NA,NA,NA,NA,Echinoclathria sp.,Na
Myriapora sp.,sp.,Myriapora,NA,NA,NA,NA,NA,NA,NA,Myriapora sp.,Na
Alaskagorgia sp.,sp.,Alaskagorgia,NA,NA,NA,NA,NA,NA,NA,Alaskagorgia sp.,Na
Archidoris sp.,sp.,Archidoris,NA,NA,NA,NA,NA,NA,NA,Archidoris sp.,Na
Lophaster sp. A (Clark),sp.,Lophaster,NA,NA,NA,NA,NA,NA,NA,Lophaster sp.,Na
Phorbas sp.,sp.,Phorbas,NA,NA,NA,NA,NA,NA,NA,Phorbas sp.,Na
Plumarella echinata,echinata,Plumarella,NA,NA,NA,NA,NA,NA,NA,Plumarella echinata,Na
Dirona pellucida,pellucida,Dirona,NA,NA,NA,NA,NA,NA,NA,Dirona pellucida,Na
Oceanactis diomedeae,diomedeae,Oceanactis,NA,NA,NA,NA,NA,NA,NA,Oceanactis diomedeae,Na
Gadidae,NA,Gadidae,NA,NA,NA,NA,NA,NA,NA,Gadidae,Na
Lamellaria sp. F (McLean and Clark),sp.,Lamellaria,NA,NA,NA,NA,NA,NA,NA,Lamellaria sp.,Na
Polymastia sp. C (Clark 2006),sp.,Polymastia,NA,NA,NA,NA,NA,NA,NA,Polymastia sp.,Na
Enophrys sp.,sp.,Enophrys,NA,NA,NA,NA,NA,NA,NA,Enophrys sp.,Na
Elassodiscus sp.,sp.,Elassodiscus,NA,NA,NA,NA,NA,NA,NA,Elassodiscus sp.,Na
Paralomis multispina,multispina,Paralomis,NA,NA,NA,NA,NA,NA,NA,Paralomis multispina,Na
Hemilepidotus sp.,sp.,Hemilepidotus,NA,NA,NA,NA,NA,NA,NA,Hemilepidotus sp.,Na
Neoberingius frielei,frielei,Neoberingius,NA,NA,NA,NA,NA,NA,NA,Neoberingius frielei,Na
Siliqua sp.,sp.,Siliqua,NA,NA,NA,NA,NA,NA,NA,Siliqua sp.,Na
Euspira sp.,sp.,Euspira,NA,NA,NA,NA,NA,NA,NA,Euspira sp.,Na
Trichotropidae,NA,Trichotropidae,NA,NA,NA,NA,NA,NA,NA,Trichotropidae,Na
Nuculana fossa,fossa,Nuculana,NA,NA,NA,NA,NA,NA,NA,Nuculana fossa,Na
Buccinum solenum,solenum,Buccinum,NA,NA,NA,NA,NA,NA,NA,Buccinum solenum,Na
Retifusus roseus,roseus,Retifusus,NA,NA,NA,NA,NA,NA,NA,Retifusus roseus,Na
Tridonta rollandi,rollandi,Tridonta,NA,NA,NA,NA,NA,NA,NA,Tridonta rollandi,Na
Rhabdus dalli,dalli,Rhabdus,NA,NA,NA,NA,NA,NA,NA,Rhabdus dalli,Na
Volutopsius stefanssoni,stefanssoni,Volutopsius,NA,NA,NA,NA,NA,NA,NA,Volutopsius stefanssoni,Na
Admete laevior,laevior,Admete,NA,NA,NA,NA,NA,NA,NA,Admete laevior,Na
Boreotrophon pacificus,pacificus,Boreotrophon,NA,NA,NA,NA,NA,NA,NA,Boreotrophon pacificus,Na
Colus esychus,esychus,Colus,NA,NA,NA,NA,NA,NA,NA,Colus esychus,Na
Portlandia sp.,sp.,Portlandia,NA,NA,NA,NA,NA,NA,NA,Portlandia sp.,Na
Oenopota harpa,harpa,Oenopota,NA,NA,NA,NA,NA,NA,NA,Oenopota harpa,Na
Peltodoris nobilis,nobilis,Peltodoris,NA,NA,NA,NA,NA,NA,NA,Peltodoris nobilis,Na
Pseudoliomesus ooides,ooides,Pseudoliomesus,NA,NA,NA,NA,NA,NA,NA,Pseudoliomesus ooides,Na
Crenella seminuda,seminuda,Crenella,NA,NA,NA,NA,NA,NA,NA,Crenella seminuda,Na
Velutina prolongata,prolongata,Velutina,NA,NA,NA,NA,NA,NA,NA,Velutina prolongata,Na
Nucula tenuis,tenuis,Nucula,NA,NA,NA,NA,NA,NA,NA,Nucula tenuis,Na
Nuculana buccata,buccata,Nuculana,NA,NA,NA,NA,NA,NA,NA,Nuculana buccata,Na
Liocyma fluctosa,fluctosa,Liocyma,NA,NA,NA,NA,NA,NA,NA,Liocyma fluctosa,Na
Margarites argentatus,argentatus,Margarites,NA,NA,NA,NA,NA,NA,NA,Margarites argentatus,Na
Mactromeris sp.,sp.,Mactromeris,NA,NA,NA,NA,NA,NA,NA,Mactromeris sp.,Na
Hexagrammos sp.,sp.,Hexagrammos,NA,NA,NA,NA,NA,NA,NA,Hexagrammos sp.,Na
Aforia goodei,goodei,Aforia,NA,NA,NA,NA,NA,NA,NA,Aforia goodei,Na
Nuculana sp.,sp.,Nuculana,NA,NA,NA,NA,NA,NA,NA,Nuculana sp.,Na
Pleuronectiformes,NA,Pleuronectiformes,NA,NA,NA,NA,NA,NA,NA,Pleuronectiformes,Na
Panomya arctica,arctica,Panomya,NA,NA,NA,NA,NA,NA,NA,Panomya arctica,Na
Buccinum tenellum,tenellum,Buccinum,NA,NA,NA,NA,NA,NA,NA,Buccinum tenellum,Na
Phoronida,NA,Phoronida,NA,NA,NA,NA,NA,NA,NA,Phoronida,Na
Volutomitra alaskana,alaskana,Volutomitra,NA,NA,NA,NA,NA,NA,NA,Volutomitra alaskana,Na
Sebastes (Sebastomus) sp.,(sebastomus),Sebastes,NA,NA,NA,NA,NA,NA,NA,Sebastes (sebastomus),Na
Asterias sp.,sp.,Asterias,NA,NA,NA,NA,NA,NA,NA,Asterias sp.,Na
Priapulida,NA,Priapulida,NA,NA,NA,NA,NA,NA,NA,Priapulida,Na
Neoiphinoe coronata,coronata,Neoiphinoe,NA,NA,NA,NA,NA,NA,NA,Neoiphinoe coronata,Na
Plicifusus incisus,incisus,Plicifusus,NA,NA,NA,NA,NA,NA,NA,Plicifusus incisus,Na
Hydractinia sp.,sp.,Hydractinia,NA,NA,NA,NA,NA,NA,NA,Hydractinia sp.,Na
Ulcina olrikii,olrikii,Ulcina,NA,NA,NA,NA,NA,NA,NA,Ulcina olrikii,Na
Nephtyidae,NA,Nephtyidae,NA,NA,NA,NA,NA,NA,NA,Nephtyidae,Na
Chlamys pseudoislandica,pseudoislandica,Chlamys,NA,NA,NA,NA,NA,NA,NA,Chlamys pseudoislandica,Na
Carditidae,NA,Carditidae,NA,NA,NA,NA,NA,NA,NA,Carditidae,Na
Trochidae,NA,Trochidae,NA,NA,NA,NA,NA,NA,NA,Trochidae,Na
Lumpenus sp.,sp.,Lumpenus,NA,NA,NA,NA,NA,NA,NA,Lumpenus sp.,Na
Kellia laperousii,laperousii,Kellia,NA,NA,NA,NA,NA,NA,NA,Kellia laperousii,Na
Mya elegans,elegans,Mya,NA,NA,NA,NA,NA,NA,NA,Mya elegans,Na
Liomesus sp.,sp.,Liomesus,NA,NA,NA,NA,NA,NA,NA,Liomesus sp.,Na
Balanus balanus,balanus,Balanus,NA,NA,NA,NA,NA,NA,NA,Balanus balanus,Na
Podothecus veternus,veternus,Podothecus,NA,NA,NA,NA,NA,NA,NA,Podothecus veternus,Na
Pentamera sp.,sp.,Pentamera,NA,NA,NA,NA,NA,NA,NA,Pentamera sp.,Na
Mya sp.,sp.,Mya,NA,NA,NA,NA,NA,NA,NA,Mya sp.,Na
Neptunea sp. D (Clark and McLean),sp.,Neptunea,NA,NA,NA,NA,NA,NA,NA,Neptunea sp.,Na
Colus oceandromae,oceandromae,Colus,NA,NA,NA,NA,NA,NA,NA,Colus oceandromae,Na
Buccinum ciliatum,ciliatum,Buccinum,NA,NA,NA,NA,NA,NA,NA,Buccinum ciliatum,Na
Boreotrophon alaskanus,alaskanus,Boreotrophon,NA,NA,NA,NA,NA,NA,NA,Boreotrophon alaskanus,Na
Gymnocanthus detrisus,detrisus,Gymnocanthus,NA,NA,NA,NA,NA,NA,NA,Gymnocanthus detrisus,Na
Tachyrhynchus sp.,sp.,Tachyrhynchus,NA,NA,NA,NA,NA,NA,NA,Tachyrhynchus sp.,Na
Lamellariidae,NA,Lamellariidae,NA,NA,NA,NA,NA,NA,NA,Lamellariidae,Na
Crangon abyssorum,abyssorum,Crangon,NA,NA,NA,NA,NA,NA,NA,Crangon abyssorum,Na
Oenopota sp.,sp.,Oenopota,NA,NA,NA,NA,NA,NA,NA,Oenopota sp.,Na
Hemithyrididae,NA,Hemithyrididae,NA,NA,NA,NA,NA,NA,NA,Hemithyrididae,Na
Beringius rotundus,rotundus,Beringius,NA,NA,NA,NA,NA,NA,NA,Beringius rotundus,Na
Beringius sp. J (McLean and Clark),sp.,Beringius,NA,NA,NA,NA,NA,NA,NA,Beringius sp.,Na
Pentamera sp. A (Clark 2006),sp.,Pentamera,NA,NA,NA,NA,NA,NA,NA,Pentamera sp.,Na
Teredinidae,NA,Teredinidae,NA,NA,NA,NA,NA,NA,NA,Teredinidae,Na
Liparis bristolense,bristolense,Liparis,NA,NA,NA,NA,NA,NA,NA,Liparis bristolense,Na
Boreotrophon beringi,beringi,Boreotrophon,NA,NA,NA,NA,NA,NA,NA,Boreotrophon beringi,Na
Onchidiopsis sp. B (Clark and McLean),sp.,Onchidiopsis,NA,NA,NA,NA,NA,NA,NA,Onchidiopsis sp.,Na
Vesicomya pacifica,pacifica,Vesicomya,NA,NA,NA,NA,NA,NA,NA,Vesicomya pacifica,Na
Heptacarpus sp.,sp.,Heptacarpus,NA,NA,NA,NA,NA,NA,NA,Heptacarpus sp.,Na
Mysidae,NA,Mysidae,NA,NA,NA,NA,NA,NA,NA,Mysidae,Na
Volutomitra sp.,sp.,Volutomitra,NA,NA,NA,NA,NA,NA,NA,Volutomitra sp.,Na
Ophiura cryptolepis,cryptolepis,Ophiura,NA,NA,NA,NA,NA,NA,NA,Ophiura cryptolepis,Na
Propeleda conceptionis,conceptionis,Propeleda,NA,NA,NA,NA,NA,NA,NA,Propeleda conceptionis,Na
Ancistrolepis sp.,sp.,Ancistrolepis,NA,NA,NA,NA,NA,NA,NA,Ancistrolepis sp.,Na
Admete solida,solida,Admete,NA,NA,NA,NA,NA,NA,NA,Admete solida,Na
Cribrinopsis sp.,sp.,Cribrinopsis,NA,NA,NA,NA,NA,NA,NA,Cribrinopsis sp.,Na
Propebela nobilis,nobilis,Propebela,NA,NA,NA,NA,NA,NA,NA,Propebela nobilis,Na
Boltenia ecinata,ecinata,Boltenia,NA,NA,NA,NA,NA,NA,NA,Boltenia ecinata,Na
Buccinum transliratum,transliratum,Buccinum,NA,NA,NA,NA,NA,NA,NA,Buccinum transliratum,Na
Nucula sp.,sp.,Nucula,NA,NA,NA,NA,NA,NA,NA,Nucula sp.,Na
Ascidian n. sp. A,n.,Ascidian,NA,NA,NA,NA,NA,NA,NA,Ascidian n.,Na
Liparis marmoratus,marmoratus,Liparis,NA,NA,NA,NA,NA,NA,NA,Liparis marmoratus,Na
Ceramaster leptoceramus,leptoceramus,Ceramaster,NA,NA,NA,NA,NA,NA,NA,Ceramaster leptoceramus,Na
Otukaia kiheiziebisu,kiheiziebisu,Otukaia,NA,NA,NA,NA,NA,NA,NA,Otukaia kiheiziebisu,Na
Solariella sp.,sp.,Solariella,NA,NA,NA,NA,NA,NA,NA,Solariella sp.,Na
Calliostoma sp.,sp.,Calliostoma,NA,NA,NA,NA,NA,NA,NA,Calliostoma sp.,Na
Calyptraeidae,NA,Calyptraeidae,NA,NA,NA,NA,NA,NA,NA,Calyptraeidae,Na
Halocynthia hispidus,hispidus,Halocynthia,NA,NA,NA,NA,NA,NA,NA,Halocynthia hispidus,Na
Neptunea sp. E (Clark and McLean),sp.,Neptunea,NA,NA,NA,NA,NA,NA,NA,Neptunea sp.,Na
Neptunea phoenicea,phoenicea,Neptunea,NA,NA,NA,NA,NA,NA,NA,Neptunea phoenicea,Na
Ophiopholis kennerleyi,kennerleyi,Ophiopholis,NA,NA,NA,NA,NA,NA,NA,Ophiopholis kennerleyi,Na
Pteraster sp. F (Clark),sp.,Pteraster,NA,NA,NA,NA,NA,NA,NA,Pteraster sp.,Na
Evasterias retifera,retifera,Evasterias,NA,NA,NA,NA,NA,NA,NA,Evasterias retifera,Na
Amauropsis purpurea,purpurea,Amauropsis,NA,NA,NA,NA,NA,NA,NA,Amauropsis purpurea,Na
Neptunea sp. F (Clark and McLean),sp.,Neptunea,NA,NA,NA,NA,NA,NA,NA,Neptunea sp.,Na
Antiplanes sp.,sp.,Antiplanes,NA,NA,NA,NA,NA,NA,NA,Antiplanes sp.,Na
Neptunea gyroscopoides,gyroscopoides,Neptunea,NA,NA,NA,NA,NA,NA,NA,Neptunea gyroscopoides,Na
Scombridae,NA,Scombridae,NA,NA,NA,NA,NA,NA,NA,Scombridae,Na
Lopholithodes sp.,sp.,Lopholithodes,NA,NA,NA,NA,NA,NA,NA,Lopholithodes sp.,Na
Salmonidae,NA,Salmonidae,NA,NA,NA,NA,NA,NA,NA,Salmonidae,Na
Pasiphaeidae,NA,Pasiphaeidae,NA,NA,NA,NA,NA,NA,NA,Pasiphaeidae,Na
Compressidens stearnsii,stearnsii,Compressidens,NA,NA,NA,NA,NA,NA,NA,Compressidens stearnsii,Na
Brisaster sp.,sp.,Brisaster,NA,NA,NA,NA,NA,NA,NA,Brisaster sp.,Na
Cidarina cidaris,cidaris,Cidarina,NA,NA,NA,NA,NA,NA,NA,Cidarina cidaris,Na
Halipteris finmarchia,finmarchia,Halipteris,NA,NA,NA,NA,NA,NA,NA,Halipteris finmarchia,Na
Bathybembix bairdii,bairdii,Bathybembix,NA,NA,NA,NA,NA,NA,NA,Bathybembix bairdii,Na
Cryptolithodes sp.,sp.,Cryptolithodes,NA,NA,NA,NA,NA,NA,NA,Cryptolithodes sp.,Na
Lepidozona abyssicola,abyssicola,Lepidozona,NA,NA,NA,NA,NA,NA,NA,Lepidozona abyssicola,Na
Argentinidae,NA,Argentinidae,NA,NA,NA,NA,NA,NA,NA,Argentinidae,Na
Henricia clarki,clarki,Henricia,NA,NA,NA,NA,NA,NA,NA,Henricia clarki,Na
Nearchaster pedicellaris,pedicellaris,Nearchaster,NA,NA,NA,NA,NA,NA,NA,Nearchaster pedicellaris,Na
Strongylocentrotus echinoides,echinoides,Strongylocentrotus,NA,NA,NA,NA,NA,NA,NA,Strongylocentrotus echinoides,Na
Alepocephalus sp.,sp.,Alepocephalus,NA,NA,NA,NA,NA,NA,NA,Alepocephalus sp.,Na
Galatheidae,NA,Galatheidae,NA,NA,NA,NA,NA,NA,NA,Galatheidae,Na
Pisaster sp.,sp.,Pisaster,NA,NA,NA,NA,NA,NA,NA,Pisaster sp.,Na
Anomura,NA,Anomura,NA,NA,NA,NA,NA,NA,NA,Anomura,Na
Xanthidae,NA,Xanthidae,NA,NA,NA,NA,NA,NA,NA,Xanthidae,Na
Oncorhynchus sp.,sp.,Oncorhynchus,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus sp.,Na
Argyropelecus sp.,sp.,Argyropelecus,NA,NA,NA,NA,NA,NA,NA,Argyropelecus sp.,Na
Acmaea sp.,sp.,Acmaea,NA,NA,NA,NA,NA,NA,NA,Acmaea sp.,Na
Pholidae,NA,Pholidae,NA,NA,NA,NA,NA,NA,NA,Pholidae,Na
Gilbertidia sigalutes,sigalutes,Gilbertidia,NA,NA,NA,NA,NA,NA,NA,Gilbertidia sigalutes,Na
Coryphaenoides sp.,sp.,Coryphaenoides,NA,NA,NA,NA,NA,NA,NA,Coryphaenoides sp.,Na
Terebratulina sp.,sp.,Terebratulina,NA,NA,NA,NA,NA,NA,NA,Terebratulina sp.,Na
Brisingella exilis,exilis,Brisingella,NA,NA,NA,NA,NA,NA,NA,Brisingella exilis,Na
Hinnites sp.,sp.,Hinnites,NA,NA,NA,NA,NA,NA,NA,Hinnites sp.,Na
Acoelida,NA,Acoelida,NA,NA,NA,NA,NA,NA,NA,Acoelida,Na
Florometra acririma,acririma,Florometra,NA,NA,NA,NA,NA,NA,NA,Florometra acririma,Na
Dipsacaster eximus,eximus,Dipsacaster,NA,NA,NA,NA,NA,NA,NA,Dipsacaster eximus,Na
Emplectonema sp. (Clark 2006),sp.,Emplectonema,NA,NA,NA,NA,NA,NA,NA,Emplectonema sp.,Na
Nearchaster aciculosus,aciculosus,Nearchaster,NA,NA,NA,NA,NA,NA,NA,Nearchaster aciculosus,Na
Paragorgia nodosa,nodosa,Paragorgia,NA,NA,NA,NA,NA,NA,NA,Paragorgia nodosa,Na
Mopalia egretta,egretta,Mopalia,NA,NA,NA,NA,NA,NA,NA,Mopalia egretta,Na
Buccinum moarchianum,moarchianum,Buccinum,NA,NA,NA,NA,NA,NA,NA,Buccinum moarchianum,Na
Neomenia cf. yamamoti (Clark 2006),cf.,Neomenia,NA,NA,NA,NA,NA,NA,NA,Neomenia cf.,Na
Mopalia swanii,swanii,Mopalia,NA,NA,NA,NA,NA,NA,NA,Mopalia swanii,Na
Ophiacantha sp. A,sp.,Ophiacantha,NA,NA,NA,NA,NA,NA,NA,Ophiacantha sp.,Na
Lillipathes lilliei,lilliei,Lillipathes,NA,NA,NA,NA,NA,NA,NA,Lillipathes lilliei,Na
Lillipathes sp. A (Clark 2006),sp.,Lillipathes,NA,NA,NA,NA,NA,NA,NA,Lillipathes sp.,Na
Ophiophthalmus normani,normani,Ophiophthalmus,NA,NA,NA,NA,NA,NA,NA,Ophiophthalmus normani,Na
Phyllolithodes sp.,sp.,Phyllolithodes,NA,NA,NA,NA,NA,NA,NA,Phyllolithodes sp.,Na
Cyclocardia sp. cf. borealis (Clark 2006),sp.,Cyclocardia,NA,NA,NA,NA,NA,NA,NA,Cyclocardia sp.,Na
Laqueus vancouverensis,vancouverensis,Laqueus,NA,NA,NA,NA,NA,NA,NA,Laqueus vancouverensis,Na
Spinther sp. A (Clark 2006),sp.,Spinther,NA,NA,NA,NA,NA,NA,NA,Spinther sp.,Na
Brisaster townsendi,townsendi,Brisaster,NA,NA,NA,NA,NA,NA,NA,Brisaster townsendi,Na
Ophiura quadrispina,quadrispina,Ophiura,NA,NA,NA,NA,NA,NA,NA,Ophiura quadrispina,Na
Hymenaster sp.,sp.,Hymenaster,NA,NA,NA,NA,NA,NA,NA,Hymenaster sp.,Na
Careproctus ostentum,ostentum,Careproctus,NA,NA,NA,NA,NA,NA,NA,Careproctus ostentum,Na
Frieleia halli,halli,Frieleia,NA,NA,NA,NA,NA,NA,NA,Frieleia halli,Na
Bolinopsis sp.,sp.,Bolinopsis,NA,NA,NA,NA,NA,NA,NA,Bolinopsis sp.,Na
Ophiacantha diplasia,diplasia,Ophiacantha,NA,NA,NA,NA,NA,NA,NA,Ophiacantha diplasia,Na
Glycera sp.,sp.,Glycera,NA,NA,NA,NA,NA,NA,NA,Glycera sp.,Na
Tonicella sp.,sp.,Tonicella,NA,NA,NA,NA,NA,NA,NA,Tonicella sp.,Na
Lophaster sp. B (Clark),sp.,Lophaster,NA,NA,NA,NA,NA,NA,NA,Lophaster sp.,Na
Neomenia efgamatoi,efgamatoi,Neomenia,NA,NA,NA,NA,NA,NA,NA,Neomenia efgamatoi,Na
Bathypathes sp.,sp.,Bathypathes,NA,NA,NA,NA,NA,NA,NA,Bathypathes sp.,Na
Balticina sp.,sp.,Balticina,NA,NA,NA,NA,NA,NA,NA,Balticina sp.,Na
Tonicella insignis,insignis,Tonicella,NA,NA,NA,NA,NA,NA,NA,Tonicella insignis,Na
Acteocina sp.,sp.,Acteocina,NA,NA,NA,NA,NA,NA,NA,Acteocina sp.,Na
Strongylocentrotus sp. A,sp.,Strongylocentrotus,NA,NA,NA,NA,NA,NA,NA,Strongylocentrotus sp.,Na
Strongylocentrotus sp. B,sp.,Strongylocentrotus,NA,NA,NA,NA,NA,NA,NA,Strongylocentrotus sp.,Na
Sergestes sp.,sp.,Sergestes,NA,NA,NA,NA,NA,NA,NA,Sergestes sp.,Na
Brisaster owstoni,owstoni,Brisaster,NA,NA,NA,NA,NA,NA,NA,Brisaster owstoni,Na
Paralithodes brevipes,brevipes,Paralithodes,NA,NA,NA,NA,NA,NA,NA,Paralithodes brevipes,Na
Acharax johnsoni,johnsoni,Acharax,NA,NA,NA,NA,NA,NA,NA,Acharax johnsoni,Na
Pycnogonum sp.,sp.,Pycnogonum,NA,NA,NA,NA,NA,NA,NA,Pycnogonum sp.,Na
Acantholithodes sp.,sp.,Acantholithodes,NA,NA,NA,NA,NA,NA,NA,Acantholithodes sp.,Na
Corallimorphus sp.,sp.,Corallimorphus,NA,NA,NA,NA,NA,NA,NA,Corallimorphus sp.,Na
Cryptopeltaster lepidonotus,lepidonotus,Cryptopeltaster,NA,NA,NA,NA,NA,NA,NA,Cryptopeltaster lepidonotus,Na
Gonatidae,NA,Gonatidae,NA,NA,NA,NA,NA,NA,NA,Gonatidae,Na
Travisia pupa,pupa,Travisia,NA,NA,NA,NA,NA,NA,NA,Travisia pupa,Na
Japelion aleutica,aleutica,Japelion,NA,NA,NA,NA,NA,NA,NA,Japelion aleutica,Na
Limatula sp. A (Clark and McLean),sp.,Limatula,NA,NA,NA,NA,NA,NA,NA,Limatula sp.,Na
Protothaca staminea,staminea,Protothaca,NA,NA,NA,NA,NA,NA,NA,Protothaca staminea,Na
Tedania sp.,sp.,Tedania,NA,NA,NA,NA,NA,NA,NA,Tedania sp.,Na
Plicifusus virens,virens,Plicifusus,NA,NA,NA,NA,NA,NA,NA,Plicifusus virens,Na
Volutopsius filosus,filosus,Volutopsius,NA,NA,NA,NA,NA,NA,NA,Volutopsius filosus,Na
Ampheraster marianus,marianus,Ampheraster,NA,NA,NA,NA,NA,NA,NA,Ampheraster marianus,Na
Paraliparis adustus,adustus,Paraliparis,NA,NA,NA,NA,NA,NA,NA,Paraliparis adustus,Na
Pyrosoma sp.,sp.,Pyrosoma,NA,NA,NA,NA,NA,NA,NA,Pyrosoma sp.,Na
Pyrosoma atlanticum,atlanticum,Pyrosoma,NA,NA,NA,NA,NA,NA,NA,Pyrosoma atlanticum,Na
Malacosteinae,NA,Malacosteinae,NA,NA,NA,NA,NA,NA,NA,Malacosteinae,Na
Halicardia perplicata,perplicata,Halicardia,NA,NA,NA,NA,NA,NA,NA,Halicardia perplicata,Na
Calliostoma titanium,titanium,Calliostoma,NA,NA,NA,NA,NA,NA,NA,Calliostoma titanium,Na
Litoscalpellum ursum,ursum,Litoscalpellum,NA,NA,NA,NA,NA,NA,NA,Litoscalpellum ursum,Na
Beringius eyerdami,eyerdami,Beringius,NA,NA,NA,NA,NA,NA,NA,Beringius eyerdami,Na
Colus calathus,calathus,Colus,NA,NA,NA,NA,NA,NA,NA,Colus calathus,Na
Lamellaria sp. B (Clark and McLean),sp.,Lamellaria,NA,NA,NA,NA,NA,NA,NA,Lamellaria sp.,Na
Plicifusus sp. A (Clark and McLean),sp.,Plicifusus,NA,NA,NA,NA,NA,NA,NA,Plicifusus sp.,Na
Pleuronectiform larvae,larvae,Pleuronectiform,NA,NA,NA,NA,NA,NA,NA,Pleuronectiform larvae,Na
Hyalonema sp.,sp.,Hyalonema,NA,NA,NA,NA,NA,NA,NA,Hyalonema sp.,Na
Histioteuthis dofleini,dofleini,Histioteuthis,NA,NA,NA,NA,NA,NA,NA,Histioteuthis dofleini,Na
Paraliparis sp. cf. dactylosus (Orr and Baldwin),sp.,Paraliparis,NA,NA,NA,NA,NA,NA,NA,Paraliparis sp.,Na
Brisingidae,NA,Brisingidae,NA,NA,NA,NA,NA,NA,NA,Brisingidae,Na
Buccinum cnismatum,cnismatum,Buccinum,NA,NA,NA,NA,NA,NA,NA,Buccinum cnismatum,Na
Hamatoscalpellum columbianum,columbianum,Hamatoscalpellum,NA,NA,NA,NA,NA,NA,NA,Hamatoscalpellum columbianum,Na
Paralomis sp. B (Clark 2006),sp.,Paralomis,NA,NA,NA,NA,NA,NA,NA,Paralomis sp.,Na
